,estacion,sentido,hora,categoria,cantidad
0,ANDES,BOG-CHI,0,I,179
1,ANDES,BOG-CHI,1,I,127
2,ANDES,BOG-CHI,2,I,98
3,ANDES,BOG-CHI,3,I,123
4,ANDES,BOG-CHI,4,I,321
5,ANDES,BOG-CHI,5,I,1170
6,ANDES,BOG-CHI,6,I,1558
7,ANDES,BOG-CHI,7,I,942
8,ANDES,BOG-CHI,8,I,1327
9,ANDES,BOG-CHI,9,I,1712
10,ANDES,BOG-CHI,10,I,1431
11,ANDES,BOG-CHI,11,I,1496
12,ANDES,BOG-CHI,12,I,1359
13,ANDES,BOG-CHI,13,I,1565
14,ANDES,BOG-CHI,14,I,1488
15,ANDES,BOG-CHI,15,I,1850
16,ANDES,BOG-CHI,16,I,1620
17,ANDES,BOG-CHI,17,I,1694
18,ANDES,BOG-CHI,18,I,1474
19,ANDES,BOG-CHI,19,I,1942
20,ANDES,BOG-CHI,20,I,2180
21,ANDES,BOG-CHI,21,I,1856
22,ANDES,BOG-CHI,22,I,1118
23,ANDES,BOG-CHI,23,I,691
24,ANDES,BOG-CHI,0,II,6
25,ANDES,BOG-CHI,1,II,3
26,ANDES,BOG-CHI,2,II,4
27,ANDES,BOG-CHI,3,II,1
28,ANDES,BOG-CHI,4,II,23
29,ANDES,BOG-CHI,5,II,124
30,ANDES,BOG-CHI,6,II,223
31,ANDES,BOG-CHI,7,II,150
32,ANDES,BOG-CHI,8,II,179
33,ANDES,BOG-CHI,9,II,150
34,ANDES,BOG-CHI,10,II,133
35,ANDES,BOG-CHI,11,II,110
36,ANDES,BOG-CHI,12,II,118
37,ANDES,BOG-CHI,13,II,135
38,ANDES,BOG-CHI,14,II,102
39,ANDES,BOG-CHI,15,II,140
40,ANDES,BOG-CHI,16,II,179
41,ANDES,BOG-CHI,17,II,182
42,ANDES,BOG-CHI,18,II,138
43,ANDES,BOG-CHI,19,II,127
44,ANDES,BOG-CHI,20,II,91
45,ANDES,BOG-CHI,21,II,89
46,ANDES,BOG-CHI,22,II,40
47,ANDES,BOG-CHI,23,II,16
48,ANDES,BOG-CHI,0,III,37
49,ANDES,BOG-CHI,1,III,24
50,ANDES,BOG-CHI,2,III,33
51,ANDES,BOG-CHI,3,III,31
52,ANDES,BOG-CHI,4,III,76
53,ANDES,BOG-CHI,5,III,124
54,ANDES,BOG-CHI,6,III,96
55,ANDES,BOG-CHI,7,III,93
56,ANDES,BOG-CHI,8,III,122
57,ANDES,BOG-CHI,9,III,139
58,ANDES,BOG-CHI,10,III,119
59,ANDES,BOG-CHI,11,III,147
60,ANDES,BOG-CHI,12,III,130
61,ANDES,BOG-CHI,13,III,108
62,ANDES,BOG-CHI,14,III,87
63,ANDES,BOG-CHI,15,III,130
64,ANDES,BOG-CHI,16,III,143
65,ANDES,BOG-CHI,17,III,124
66,ANDES,BOG-CHI,18,III,85
67,ANDES,BOG-CHI,19,III,89
68,ANDES,BOG-CHI,20,III,84
69,ANDES,BOG-CHI,21,III,61
70,ANDES,BOG-CHI,22,III,55
71,ANDES,BOG-CHI,23,III,35
72,ANDES,BOG-CHI,0,IV,8
73,ANDES,BOG-CHI,1,IV,15
74,ANDES,BOG-CHI,2,IV,17
75,ANDES,BOG-CHI,3,IV,17
76,ANDES,BOG-CHI,4,IV,38
77,ANDES,BOG-CHI,5,IV,44
78,ANDES,BOG-CHI,6,IV,33
79,ANDES,BOG-CHI,7,IV,20
80,ANDES,BOG-CHI,8,IV,24
81,ANDES,BOG-CHI,9,IV,40
82,ANDES,BOG-CHI,10,IV,43
83,ANDES,BOG-CHI,11,IV,55
84,ANDES,BOG-CHI,12,IV,48
85,ANDES,BOG-CHI,13,IV,42
86,ANDES,BOG-CHI,14,IV,39
87,ANDES,BOG-CHI,15,IV,39
88,ANDES,BOG-CHI,16,IV,59
89,ANDES,BOG-CHI,17,IV,40
90,ANDES,BOG-CHI,18,IV,27
91,ANDES,BOG-CHI,19,IV,25
92,ANDES,BOG-CHI,20,IV,32
93,ANDES,BOG-CHI,21,IV,38
94,ANDES,BOG-CHI,22,IV,20
95,ANDES,BOG-CHI,23,IV,13
96,ANDES,BOG-CHI,0,V,7
97,ANDES,BOG-CHI,1,V,6
98,ANDES,BOG-CHI,2,V,5
99,ANDES,BOG-CHI,3,V,13
100,ANDES,BOG-CHI,4,V,22
101,ANDES,BOG-CHI,5,V,24
102,ANDES,BOG-CHI,6,V,32
103,ANDES,BOG-CHI,7,V,13
104,ANDES,BOG-CHI,8,V,13
105,ANDES,BOG-CHI,9,V,27
106,ANDES,BOG-CHI,10,V,22
107,ANDES,BOG-CHI,11,V,25
108,ANDES,BOG-CHI,12,V,30
109,ANDES,BOG-CHI,13,V,23
110,ANDES,BOG-CHI,14,V,17
111,ANDES,BOG-CHI,15,V,19
112,ANDES,BOG-CHI,16,V,27
113,ANDES,BOG-CHI,17,V,14
114,ANDES,BOG-CHI,18,V,9
115,ANDES,BOG-CHI,19,V,12
116,ANDES,BOG-CHI,20,V,5
117,ANDES,BOG-CHI,21,V,13
118,ANDES,BOG-CHI,22,V,5
119,ANDES,BOG-CHI,23,V,2
120,ANDES,BOG-CHI,0,VI,13
121,ANDES,BOG-CHI,1,VI,5
122,ANDES,BOG-CHI,2,VI,11
123,ANDES,BOG-CHI,3,VI,16
124,ANDES,BOG-CHI,4,VI,15
125,ANDES,BOG-CHI,5,VI,25
126,ANDES,BOG-CHI,6,VI,11
127,ANDES,BOG-CHI,7,VI,6
128,ANDES,BOG-CHI,8,VI,10
129,ANDES,BOG-CHI,9,VI,21
130,ANDES,BOG-CHI,10,VI,14
131,ANDES,BOG-CHI,11,VI,19
132,ANDES,BOG-CHI,12,VI,27
133,ANDES,BOG-CHI,13,VI,18
134,ANDES,BOG-CHI,14,VI,20
135,ANDES,BOG-CHI,15,VI,21
136,ANDES,BOG-CHI,16,VI,42
137,ANDES,BOG-CHI,17,VI,33
138,ANDES,BOG-CHI,18,VI,17
139,ANDES,BOG-CHI,19,VI,24
140,ANDES,BOG-CHI,20,VI,23
141,ANDES,BOG-CHI,21,VI,23
142,ANDES,BOG-CHI,22,VI,13
143,ANDES,BOG-CHI,23,VI,15
144,ANDES,BOG-CHI,0,VII,23
145,ANDES,BOG-CHI,1,VII,29
146,ANDES,BOG-CHI,2,VII,27
147,ANDES,BOG-CHI,3,VII,17
148,ANDES,BOG-CHI,4,VII,47
149,ANDES,BOG-CHI,5,VII,47
150,ANDES,BOG-CHI,6,VII,21
151,ANDES,BOG-CHI,7,VII,10
152,ANDES,BOG-CHI,8,VII,12
153,ANDES,BOG-CHI,9,VII,16
154,ANDES,BOG-CHI,10,VII,34
155,ANDES,BOG-CHI,11,VII,34
156,ANDES,BOG-CHI,12,VII,49
157,ANDES,BOG-CHI,13,VII,19
158,ANDES,BOG-CHI,14,VII,22
159,ANDES,BOG-CHI,15,VII,43
160,ANDES,BOG-CHI,16,VII,32
161,ANDES,BOG-CHI,17,VII,41
162,ANDES,BOG-CHI,18,VII,20
163,ANDES,BOG-CHI,19,VII,36
164,ANDES,BOG-CHI,20,VII,33
165,ANDES,BOG-CHI,21,VII,36
166,ANDES,BOG-CHI,22,VII,22
167,ANDES,BOG-CHI,23,VII,21
168,FUSCA,BOG-CHI,0,I,2
169,FUSCA,BOG-CHI,1,I,2
170,FUSCA,BOG-CHI,2,I,1
171,FUSCA,BOG-CHI,4,I,9
172,FUSCA,BOG-CHI,5,I,48
173,FUSCA,BOG-CHI,6,I,218
174,FUSCA,BOG-CHI,7,I,315
175,FUSCA,BOG-CHI,8,I,435
176,FUSCA,BOG-CHI,9,I,244
177,FUSCA,BOG-CHI,10,I,165
178,FUSCA,BOG-CHI,11,I,156
179,FUSCA,BOG-CHI,12,I,192
180,FUSCA,BOG-CHI,13,I,246
181,FUSCA,BOG-CHI,14,I,322
182,FUSCA,BOG-CHI,15,I,430
183,FUSCA,BOG-CHI,16,I,324
184,FUSCA,BOG-CHI,17,I,221
185,FUSCA,BOG-CHI,18,I,233
186,FUSCA,BOG-CHI,19,I,186
187,FUSCA,BOG-CHI,20,I,189
188,FUSCA,BOG-CHI,21,I,86
189,FUSCA,BOG-CHI,22,I,15
190,FUSCA,BOG-CHI,23,I,11
191,FUSCA,BOG-CHI,5,II,7
192,FUSCA,BOG-CHI,6,II,11
193,FUSCA,BOG-CHI,7,II,5
194,FUSCA,BOG-CHI,12,II,3
195,FUSCA,BOG-CHI,13,II,7
196,FUSCA,BOG-CHI,14,II,5
197,FUSCA,BOG-CHI,15,II,8
198,FUSCA,BOG-CHI,16,II,6
199,FUSCA,BOG-CHI,18,II,3
200,FUSCA,BOG-CHI,21,II,1
201,FUSCA,BOG-CHI,2,III,1
202,FUSCA,BOG-CHI,4,III,1
203,FUSCA,BOG-CHI,5,III,1
204,FUSCA,BOG-CHI,6,III,1
205,FUSCA,BOG-CHI,7,III,10
206,FUSCA,BOG-CHI,8,III,10
207,FUSCA,BOG-CHI,9,III,9
208,FUSCA,BOG-CHI,10,III,6
209,FUSCA,BOG-CHI,11,III,4
210,FUSCA,BOG-CHI,12,III,7
211,FUSCA,BOG-CHI,13,III,7
212,FUSCA,BOG-CHI,14,III,3
213,FUSCA,BOG-CHI,15,III,8
214,FUSCA,BOG-CHI,16,III,13
215,FUSCA,BOG-CHI,17,III,3
216,FUSCA,BOG-CHI,18,III,5
217,FUSCA,BOG-CHI,19,III,2
218,FUSCA,BOG-CHI,20,III,2
219,FUSCA,BOG-CHI,21,III,1
220,FUSCA,BOG-CHI,22,III,1
221,FUSCA,BOG-CHI,23,III,1
222,FUSCA,BOG-CHI,4,IV,1
223,FUSCA,BOG-CHI,5,IV,3
224,FUSCA,BOG-CHI,6,IV,7
225,FUSCA,BOG-CHI,7,IV,3
226,FUSCA,BOG-CHI,8,IV,9
227,FUSCA,BOG-CHI,9,IV,5
228,FUSCA,BOG-CHI,10,IV,2
229,FUSCA,BOG-CHI,11,IV,1
230,FUSCA,BOG-CHI,12,IV,6
231,FUSCA,BOG-CHI,13,IV,2
232,FUSCA,BOG-CHI,15,IV,1
233,FUSCA,BOG-CHI,16,IV,2
234,FUSCA,BOG-CHI,17,IV,1
235,FUSCA,BOG-CHI,18,IV,2
236,FUSCA,BOG-CHI,19,IV,3
237,FUSCA,BOG-CHI,4,V,2
238,FUSCA,BOG-CHI,5,V,1
239,FUSCA,BOG-CHI,6,V,1
240,FUSCA,BOG-CHI,7,V,1
241,FUSCA,BOG-CHI,8,V,3
242,FUSCA,BOG-CHI,14,V,3
243,FUSCA,BOG-CHI,16,V,1
244,FUSCA,BOG-CHI,15,VII,1
245,UNISABANA,BOG-CHI,1,V,1
246,UNISABANA,BOG-CHI,2,V,1
247,UNISABANA,BOG-CHI,3,V,1
248,UNISABANA,BOG-CHI,4,V,1
249,UNISABANA,BOG-CHI,5,V,7
250,UNISABANA,BOG-CHI,6,V,3
251,UNISABANA,BOG-CHI,7,V,3
252,UNISABANA,BOG-CHI,8,V,6
253,UNISABANA,BOG-CHI,9,V,6
254,UNISABANA,BOG-CHI,10,V,11
255,UNISABANA,BOG-CHI,11,V,5
256,UNISABANA,BOG-CHI,12,V,4
257,UNISABANA,BOG-CHI,13,V,2
258,UNISABANA,BOG-CHI,14,V,9
259,UNISABANA,BOG-CHI,15,V,1
260,UNISABANA,BOG-CHI,17,V,5
261,UNISABANA,BOG-CHI,18,V,4
262,UNISABANA,BOG-CHI,19,V,1
263,UNISABANA,BOG-CHI,20,V,8
264,UNISABANA,BOG-CHI,21,V,3
265,UNISABANA,BOG-CHI,22,V,1
266,UNISABANA,BOG-CHI,23,V,2
267,UNISABANA,BOG-CHI,1,VI,2
268,UNISABANA,BOG-CHI,2,VI,4
269,UNISABANA,BOG-CHI,3,VI,2
270,UNISABANA,BOG-CHI,4,VI,5
271,UNISABANA,BOG-CHI,5,VI,3
272,UNISABANA,BOG-CHI,6,VI,2
273,UNISABANA,BOG-CHI,7,VI,3
274,UNISABANA,BOG-CHI,8,VI,5
275,UNISABANA,BOG-CHI,9,VI,4
276,UNISABANA,BOG-CHI,10,VI,3
277,UNISABANA,BOG-CHI,11,VI,6
278,UNISABANA,BOG-CHI,12,VI,4
279,UNISABANA,BOG-CHI,13,VI,7
280,UNISABANA,BOG-CHI,14,VI,3
281,UNISABANA,BOG-CHI,15,VI,7
282,UNISABANA,BOG-CHI,16,VI,2
283,UNISABANA,BOG-CHI,17,VI,5
284,UNISABANA,BOG-CHI,18,VI,3
285,UNISABANA,BOG-CHI,19,VI,5
286,UNISABANA,BOG-CHI,20,VI,7
287,UNISABANA,BOG-CHI,21,VI,1
288,UNISABANA,BOG-CHI,22,VI,3
289,UNISABANA,BOG-CHI,23,VI,2
290,UNISABANA,BOG-CHI,0,VII,4
291,UNISABANA,BOG-CHI,2,VII,4
292,UNISABANA,BOG-CHI,3,VII,2
293,UNISABANA,BOG-CHI,4,VII,2
294,UNISABANA,BOG-CHI,5,VII,5
295,UNISABANA,BOG-CHI,6,VII,1
296,UNISABANA,BOG-CHI,7,VII,3
297,UNISABANA,BOG-CHI,8,VII,3
298,UNISABANA,BOG-CHI,9,VII,5
299,UNISABANA,BOG-CHI,10,VII,9
300,UNISABANA,BOG-CHI,11,VII,4
301,UNISABANA,BOG-CHI,12,VII,10
302,UNISABANA,BOG-CHI,13,VII,7
303,UNISABANA,BOG-CHI,14,VII,5
304,UNISABANA,BOG-CHI,15,VII,7
305,UNISABANA,BOG-CHI,16,VII,6
306,UNISABANA,BOG-CHI,17,VII,6
307,UNISABANA,BOG-CHI,18,VII,3
308,UNISABANA,BOG-CHI,19,VII,5
309,UNISABANA,BOG-CHI,20,VII,10
310,UNISABANA,BOG-CHI,21,VII,4
311,UNISABANA,BOG-CHI,22,VII,3
312,UNISABANA,BOG-CHI,23,VII,6
313,ANDES,BOG-CHI,1,I,100
314,ANDES,BOG-CHI,2,I,400
315,ANDES,BOG-CHI,17,I,550
316,ANDES,BOG-CHI,18,I,2500
317,ANDES,BOG-CHI,22,I,400
318,ANDES,BOG-CHI,23,I,301
319,ANDES,BOG-CHI,0,I,377
320,ANDES,BOG-CHI,1,I,244
321,ANDES,BOG-CHI,2,I,172
322,ANDES,BOG-CHI,3,I,157
323,ANDES,BOG-CHI,4,I,250
324,ANDES,BOG-CHI,5,I,744
325,ANDES,BOG-CHI,6,I,1533
326,ANDES,BOG-CHI,7,I,1803
327,ANDES,BOG-CHI,8,I,1604
328,ANDES,BOG-CHI,9,I,1594
329,ANDES,BOG-CHI,10,I,1935
330,ANDES,BOG-CHI,11,I,2270
331,ANDES,BOG-CHI,12,I,2167
332,ANDES,BOG-CHI,13,I,2258
333,ANDES,BOG-CHI,14,I,1838
334,ANDES,BOG-CHI,15,I,1320
335,ANDES,BOG-CHI,16,I,1285
336,ANDES,BOG-CHI,17,I,1540
337,ANDES,BOG-CHI,18,I,1427
338,ANDES,BOG-CHI,19,I,1300
339,ANDES,BOG-CHI,20,I,1024
340,ANDES,BOG-CHI,21,I,778
341,ANDES,BOG-CHI,22,I,514
342,ANDES,BOG-CHI,23,I,325
343,ANDES,BOG-CHI,0,II,8
344,ANDES,BOG-CHI,1,II,2
345,ANDES,BOG-CHI,2,II,4
346,ANDES,BOG-CHI,3,II,5
347,ANDES,BOG-CHI,4,II,12
348,ANDES,BOG-CHI,5,II,59
349,ANDES,BOG-CHI,6,II,86
350,ANDES,BOG-CHI,7,II,99
351,ANDES,BOG-CHI,8,II,91
352,ANDES,BOG-CHI,9,II,94
353,ANDES,BOG-CHI,10,II,93
354,ANDES,BOG-CHI,11,II,82
355,ANDES,BOG-CHI,12,II,87
356,ANDES,BOG-CHI,13,II,94
357,ANDES,BOG-CHI,14,II,93
358,ANDES,BOG-CHI,15,II,102
359,ANDES,BOG-CHI,16,II,88
360,ANDES,BOG-CHI,17,II,79
361,ANDES,BOG-CHI,18,II,86
362,ANDES,BOG-CHI,19,II,82
363,ANDES,BOG-CHI,20,II,82
364,ANDES,BOG-CHI,21,II,56
365,ANDES,BOG-CHI,22,II,31
366,ANDES,BOG-CHI,23,II,19
367,ANDES,BOG-CHI,0,III,17
368,ANDES,BOG-CHI,1,III,13
369,ANDES,BOG-CHI,2,III,3
370,ANDES,BOG-CHI,3,III,9
371,ANDES,BOG-CHI,4,III,18
372,ANDES,BOG-CHI,5,III,25
373,ANDES,BOG-CHI,6,III,32
374,ANDES,BOG-CHI,7,III,23
375,ANDES,BOG-CHI,8,III,23
376,ANDES,BOG-CHI,9,III,18
377,ANDES,BOG-CHI,10,III,16
378,ANDES,BOG-CHI,11,III,12
379,ANDES,BOG-CHI,12,III,21
380,ANDES,BOG-CHI,13,III,19
381,ANDES,BOG-CHI,14,III,23
382,ANDES,BOG-CHI,15,III,22
383,ANDES,BOG-CHI,16,III,27
384,ANDES,BOG-CHI,17,III,15
385,ANDES,BOG-CHI,18,III,9
386,ANDES,BOG-CHI,19,III,12
387,ANDES,BOG-CHI,20,III,18
388,ANDES,BOG-CHI,21,III,16
389,ANDES,BOG-CHI,22,III,15
390,ANDES,BOG-CHI,23,III,14
391,ANDES,BOG-CHI,0,IV,7
392,ANDES,BOG-CHI,1,IV,4
393,ANDES,BOG-CHI,2,IV,5
394,ANDES,BOG-CHI,3,IV,2
395,ANDES,BOG-CHI,4,IV,5
396,ANDES,BOG-CHI,5,IV,4
397,ANDES,BOG-CHI,6,IV,5
398,ANDES,BOG-CHI,7,IV,7
399,ANDES,BOG-CHI,8,IV,13
400,ANDES,BOG-CHI,9,IV,6
401,ANDES,BOG-CHI,10,IV,4
402,ANDES,BOG-CHI,11,IV,15
403,ANDES,BOG-CHI,12,IV,8
404,ANDES,BOG-CHI,13,IV,11
405,ANDES,BOG-CHI,14,IV,9
406,ANDES,BOG-CHI,15,IV,9
407,ANDES,BOG-CHI,16,IV,6
408,ANDES,BOG-CHI,17,IV,4
409,ANDES,BOG-CHI,18,IV,4
410,ANDES,BOG-CHI,19,IV,6
411,ANDES,BOG-CHI,20,IV,9
412,ANDES,BOG-CHI,21,IV,7
413,ANDES,BOG-CHI,22,IV,6
414,ANDES,BOG-CHI,23,IV,3
415,ANDES,BOG-CHI,0,V,2
416,ANDES,BOG-CHI,1,V,1
417,ANDES,BOG-CHI,2,V,1
418,ANDES,BOG-CHI,4,V,1
419,ANDES,BOG-CHI,5,V,4
420,ANDES,BOG-CHI,6,V,7
421,ANDES,BOG-CHI,7,V,4
422,ANDES,BOG-CHI,8,V,6
423,ANDES,BOG-CHI,9,V,5
424,ANDES,BOG-CHI,10,V,5
425,ANDES,BOG-CHI,11,V,8
426,ANDES,BOG-CHI,12,V,2
427,ANDES,BOG-CHI,13,V,5
428,ANDES,BOG-CHI,14,V,7
429,ANDES,BOG-CHI,15,V,5
430,ANDES,BOG-CHI,16,V,2
431,ANDES,BOG-CHI,19,V,1
432,ANDES,BOG-CHI,20,V,3
433,ANDES,BOG-CHI,21,V,2
434,ANDES,BOG-CHI,22,V,1
435,ANDES,BOG-CHI,23,V,2
436,ANDES,BOG-CHI,0,VI,4
437,ANDES,BOG-CHI,1,VI,3
438,ANDES,BOG-CHI,2,VI,3
439,ANDES,BOG-CHI,3,VI,3
440,ANDES,BOG-CHI,4,VI,6
441,ANDES,BOG-CHI,5,VI,5
442,ANDES,BOG-CHI,6,VI,4
443,ANDES,BOG-CHI,7,VI,2
444,ANDES,BOG-CHI,8,VI,8
445,ANDES,BOG-CHI,9,VI,5
446,ANDES,BOG-CHI,10,VI,5
447,ANDES,BOG-CHI,11,VI,5
448,ANDES,BOG-CHI,12,VI,6
449,ANDES,BOG-CHI,13,VI,5
450,ANDES,BOG-CHI,14,VI,6
451,ANDES,BOG-CHI,15,VI,8
452,ANDES,BOG-CHI,16,VI,3
453,ANDES,BOG-CHI,17,VI,1
454,ANDES,BOG-CHI,19,VI,4
455,ANDES,BOG-CHI,20,VI,2
456,ANDES,BOG-CHI,21,VI,1
457,ANDES,BOG-CHI,22,VI,5
458,ANDES,BOG-CHI,23,VI,8
459,ANDES,BOG-CHI,0,VII,11
460,ANDES,BOG-CHI,1,VII,7
461,ANDES,BOG-CHI,2,VII,4
462,ANDES,BOG-CHI,3,VII,7
463,ANDES,BOG-CHI,4,VII,10
464,ANDES,BOG-CHI,5,VII,20
465,ANDES,BOG-CHI,6,VII,19
466,ANDES,BOG-CHI,7,VII,13
467,ANDES,BOG-CHI,8,VII,7
468,ANDES,BOG-CHI,9,VII,13
469,ANDES,BOG-CHI,10,VII,15
470,ANDES,BOG-CHI,11,VII,4
471,ANDES,BOG-CHI,12,VII,7
472,ANDES,BOG-CHI,13,VII,9
473,ANDES,BOG-CHI,14,VII,10
474,ANDES,BOG-CHI,15,VII,10
475,ANDES,BOG-CHI,16,VII,5
476,ANDES,BOG-CHI,17,VII,2
477,ANDES,BOG-CHI,18,VII,2
478,ANDES,BOG-CHI,19,VII,5
479,ANDES,BOG-CHI,20,VII,8
480,ANDES,BOG-CHI,21,VII,12
481,ANDES,BOG-CHI,22,VII,6
482,ANDES,BOG-CHI,23,VII,8
483,FUSCA,BOG-CHI,0,I,16
484,FUSCA,BOG-CHI,1,I,8
485,FUSCA,BOG-CHI,2,I,2
486,FUSCA,BOG-CHI,3,I,4
487,FUSCA,BOG-CHI,4,I,11
488,FUSCA,BOG-CHI,5,I,24
489,FUSCA,BOG-CHI,6,I,81
490,FUSCA,BOG-CHI,7,I,109
491,FUSCA,BOG-CHI,8,I,138
492,FUSCA,BOG-CHI,9,I,151
493,FUSCA,BOG-CHI,10,I,208
494,FUSCA,BOG-CHI,11,I,262
495,FUSCA,BOG-CHI,12,I,425
496,FUSCA,BOG-CHI,13,I,450
497,FUSCA,BOG-CHI,14,I,364
498,FUSCA,BOG-CHI,15,I,190
499,FUSCA,BOG-CHI,16,I,75
500,FUSCA,BOG-CHI,21,I,19
501,FUSCA,BOG-CHI,22,I,17
502,FUSCA,BOG-CHI,23,I,6
503,FUSCA,BOG-CHI,0,II,1
504,FUSCA,BOG-CHI,4,II,1
505,FUSCA,BOG-CHI,8,II,1
506,FUSCA,BOG-CHI,21,II,1
507,FUSCA,BOG-CHI,6,III,1
508,FUSCA,BOG-CHI,7,III,1
509,FUSCA,BOG-CHI,8,III,1
510,FUSCA,BOG-CHI,9,III,1
511,FUSCA,BOG-CHI,12,III,1
512,FUSCA,BOG-CHI,13,III,1
513,FUSCA,BOG-CHI,15,III,2
514,FUSCA,BOG-CHI,16,III,1
515,FUSCA,BOG-CHI,23,III,1
516,FUSCA,BOG-CHI,8,IV,1
517,FUSCA,BOG-CHI,7,V,1
518,UNISABANA,BOG-CHI,1,V,1
519,UNISABANA,BOG-CHI,4,V,2
520,UNISABANA,BOG-CHI,10,V,2
521,UNISABANA,BOG-CHI,13,V,1
522,UNISABANA,BOG-CHI,15,V,1
523,UNISABANA,BOG-CHI,22,V,1
524,UNISABANA,BOG-CHI,2,VI,1
525,UNISABANA,BOG-CHI,4,VI,2
526,UNISABANA,BOG-CHI,7,VI,1
527,UNISABANA,BOG-CHI,8,VI,1
528,UNISABANA,BOG-CHI,9,VI,1
529,UNISABANA,BOG-CHI,10,VI,1
530,UNISABANA,BOG-CHI,11,VI,2
531,UNISABANA,BOG-CHI,13,VI,1
532,UNISABANA,BOG-CHI,15,VI,1
533,UNISABANA,BOG-CHI,16,VI,1
534,UNISABANA,BOG-CHI,19,VI,1
535,UNISABANA,BOG-CHI,22,VI,1
536,UNISABANA,BOG-CHI,23,VI,3
537,UNISABANA,BOG-CHI,2,VII,1
538,UNISABANA,BOG-CHI,6,VII,3
539,UNISABANA,BOG-CHI,7,VII,1
540,UNISABANA,BOG-CHI,8,VII,2
541,UNISABANA,BOG-CHI,9,VII,3
542,UNISABANA,BOG-CHI,10,VII,2
543,UNISABANA,BOG-CHI,11,VII,5
544,UNISABANA,BOG-CHI,12,VII,1
545,UNISABANA,BOG-CHI,13,VII,5
546,UNISABANA,BOG-CHI,14,VII,2
547,UNISABANA,BOG-CHI,15,VII,3
548,UNISABANA,BOG-CHI,16,VII,1
549,UNISABANA,BOG-CHI,19,VII,2
550,UNISABANA,BOG-CHI,20,VII,1
551,UNISABANA,BOG-CHI,21,VII,2
552,UNISABANA,BOG-CHI,23,VII,1
553,ANDES,BOG-CHI,17,I,4300
554,ANDES,BOG-CHI,0,I,186
555,ANDES,BOG-CHI,1,I,74
556,ANDES,BOG-CHI,2,I,67
557,ANDES,BOG-CHI,3,I,88
558,ANDES,BOG-CHI,4,I,310
559,ANDES,BOG-CHI,5,I,1160
560,ANDES,BOG-CHI,6,I,1697
561,ANDES,BOG-CHI,7,I,1102
562,ANDES,BOG-CHI,8,I,1370
563,ANDES,BOG-CHI,9,I,1550
564,ANDES,BOG-CHI,10,I,1494
565,ANDES,BOG-CHI,11,I,1356
566,ANDES,BOG-CHI,12,I,1461
567,ANDES,BOG-CHI,13,I,1472
568,ANDES,BOG-CHI,14,I,1780
569,ANDES,BOG-CHI,15,I,1655
570,ANDES,BOG-CHI,16,I,1453
571,ANDES,BOG-CHI,17,I,1563
572,ANDES,BOG-CHI,18,I,1552
573,ANDES,BOG-CHI,19,I,1452
574,ANDES,BOG-CHI,20,I,1306
575,ANDES,BOG-CHI,21,I,766
576,ANDES,BOG-CHI,22,I,448
577,ANDES,BOG-CHI,23,I,233
578,ANDES,BOG-CHI,0,II,8
579,ANDES,BOG-CHI,1,II,4
580,ANDES,BOG-CHI,2,II,3
581,ANDES,BOG-CHI,3,II,3
582,ANDES,BOG-CHI,4,II,13
583,ANDES,BOG-CHI,5,II,128
584,ANDES,BOG-CHI,6,II,239
585,ANDES,BOG-CHI,7,II,156
586,ANDES,BOG-CHI,8,II,155
587,ANDES,BOG-CHI,9,II,121
588,ANDES,BOG-CHI,10,II,120
589,ANDES,BOG-CHI,11,II,120
590,ANDES,BOG-CHI,12,II,115
591,ANDES,BOG-CHI,13,II,130
592,ANDES,BOG-CHI,14,II,115
593,ANDES,BOG-CHI,15,II,143
594,ANDES,BOG-CHI,16,II,152
595,ANDES,BOG-CHI,17,II,145
596,ANDES,BOG-CHI,18,II,136
597,ANDES,BOG-CHI,19,II,106
598,ANDES,BOG-CHI,20,II,77
599,ANDES,BOG-CHI,21,II,66
600,ANDES,BOG-CHI,22,II,32
601,ANDES,BOG-CHI,23,II,10
602,ANDES,BOG-CHI,0,III,16
603,ANDES,BOG-CHI,1,III,18
604,ANDES,BOG-CHI,2,III,17
605,ANDES,BOG-CHI,3,III,19
606,ANDES,BOG-CHI,4,III,56
607,ANDES,BOG-CHI,5,III,96
608,ANDES,BOG-CHI,6,III,104
609,ANDES,BOG-CHI,7,III,95
610,ANDES,BOG-CHI,8,III,87
611,ANDES,BOG-CHI,9,III,111
612,ANDES,BOG-CHI,10,III,118
613,ANDES,BOG-CHI,11,III,136
614,ANDES,BOG-CHI,12,III,98
615,ANDES,BOG-CHI,13,III,104
616,ANDES,BOG-CHI,14,III,96
617,ANDES,BOG-CHI,15,III,110
618,ANDES,BOG-CHI,16,III,93
619,ANDES,BOG-CHI,17,III,61
620,ANDES,BOG-CHI,18,III,64
621,ANDES,BOG-CHI,19,III,58
622,ANDES,BOG-CHI,20,III,44
623,ANDES,BOG-CHI,21,III,47
624,ANDES,BOG-CHI,22,III,38
625,ANDES,BOG-CHI,23,III,31
626,ANDES,BOG-CHI,0,IV,9
627,ANDES,BOG-CHI,1,IV,11
628,ANDES,BOG-CHI,2,IV,10
629,ANDES,BOG-CHI,3,IV,16
630,ANDES,BOG-CHI,4,IV,20
631,ANDES,BOG-CHI,5,IV,35
632,ANDES,BOG-CHI,6,IV,38
633,ANDES,BOG-CHI,7,IV,21
634,ANDES,BOG-CHI,8,IV,15
635,ANDES,BOG-CHI,9,IV,35
