,estacion,sentido,hora,categoria,cantidad
5331,ANDES,BOG-CHI,13,II,131
5332,ANDES,BOG-CHI,14,II,104
5333,ANDES,BOG-CHI,15,II,139
5334,ANDES,BOG-CHI,16,II,163
5335,ANDES,BOG-CHI,17,II,140
5336,ANDES,BOG-CHI,18,II,135
5337,ANDES,BOG-CHI,19,II,107
5338,ANDES,BOG-CHI,20,II,87
5339,ANDES,BOG-CHI,21,II,69
5340,ANDES,BOG-CHI,22,II,34
5341,ANDES,BOG-CHI,23,II,11
5342,ANDES,BOG-CHI,0,III,36
5343,ANDES,BOG-CHI,1,III,23
5344,ANDES,BOG-CHI,2,III,32
5345,ANDES,BOG-CHI,3,III,24
5346,ANDES,BOG-CHI,4,III,83
5347,ANDES,BOG-CHI,5,III,102
5348,ANDES,BOG-CHI,6,III,86
5349,ANDES,BOG-CHI,7,III,100
5350,ANDES,BOG-CHI,8,III,105
5351,ANDES,BOG-CHI,9,III,123
5352,ANDES,BOG-CHI,10,III,106
5353,ANDES,BOG-CHI,11,III,137
5354,ANDES,BOG-CHI,12,III,135
5355,ANDES,BOG-CHI,13,III,111
5356,ANDES,BOG-CHI,14,III,97
5357,ANDES,BOG-CHI,15,III,115
5358,ANDES,BOG-CHI,16,III,116
5359,ANDES,BOG-CHI,17,III,104
5360,ANDES,BOG-CHI,18,III,80
5361,ANDES,BOG-CHI,19,III,83
5362,ANDES,BOG-CHI,20,III,71
5363,ANDES,BOG-CHI,21,III,58
5364,ANDES,BOG-CHI,22,III,40
5365,ANDES,BOG-CHI,23,III,35
5366,ANDES,BOG-CHI,0,IV,18
5367,ANDES,BOG-CHI,1,IV,15
5368,ANDES,BOG-CHI,2,IV,20
5369,ANDES,BOG-CHI,3,IV,11
5370,ANDES,BOG-CHI,4,IV,41
5371,ANDES,BOG-CHI,5,IV,44
5372,ANDES,BOG-CHI,6,IV,30
5373,ANDES,BOG-CHI,7,IV,12
5374,ANDES,BOG-CHI,8,IV,29
5375,ANDES,BOG-CHI,9,IV,37
5376,ANDES,BOG-CHI,10,IV,59
5377,ANDES,BOG-CHI,11,IV,43
5378,ANDES,BOG-CHI,12,IV,39
5379,ANDES,BOG-CHI,13,IV,61
5380,ANDES,BOG-CHI,14,IV,38
5381,ANDES,BOG-CHI,15,IV,47
5382,ANDES,BOG-CHI,16,IV,53
5383,ANDES,BOG-CHI,17,IV,26
5384,ANDES,BOG-CHI,18,IV,28
5385,ANDES,BOG-CHI,19,IV,25
5386,ANDES,BOG-CHI,20,IV,27
5387,ANDES,BOG-CHI,21,IV,38
5388,ANDES,BOG-CHI,22,IV,17
5389,ANDES,BOG-CHI,23,IV,22
5390,ANDES,BOG-CHI,0,V,6
5391,ANDES,BOG-CHI,1,V,8
5392,ANDES,BOG-CHI,2,V,5
5393,ANDES,BOG-CHI,3,V,12
5394,ANDES,BOG-CHI,4,V,20
5395,ANDES,BOG-CHI,5,V,39
5396,ANDES,BOG-CHI,6,V,20
5397,ANDES,BOG-CHI,7,V,9
5398,ANDES,BOG-CHI,8,V,14
5399,ANDES,BOG-CHI,9,V,14
5400,ANDES,BOG-CHI,10,V,17
5401,ANDES,BOG-CHI,11,V,21
5402,ANDES,BOG-CHI,12,V,14
5403,ANDES,BOG-CHI,13,V,22
5404,ANDES,BOG-CHI,14,V,23
5405,ANDES,BOG-CHI,15,V,24
5406,ANDES,BOG-CHI,16,V,16
5407,ANDES,BOG-CHI,17,V,9
5408,ANDES,BOG-CHI,18,V,17
5409,ANDES,BOG-CHI,19,V,11
5410,ANDES,BOG-CHI,20,V,11
5411,ANDES,BOG-CHI,21,V,5
5412,ANDES,BOG-CHI,22,V,3
5413,ANDES,BOG-CHI,23,V,4
5414,ANDES,BOG-CHI,0,VI,12
5415,ANDES,BOG-CHI,1,VI,11
5416,ANDES,BOG-CHI,2,VI,6
5417,ANDES,BOG-CHI,3,VI,13
5418,ANDES,BOG-CHI,4,VI,28
5419,ANDES,BOG-CHI,5,VI,39
5420,ANDES,BOG-CHI,6,VI,16
5421,ANDES,BOG-CHI,7,VI,10
5422,ANDES,BOG-CHI,8,VI,9
5423,ANDES,BOG-CHI,9,VI,9
5424,ANDES,BOG-CHI,10,VI,24
5425,ANDES,BOG-CHI,11,VI,25
5426,ANDES,BOG-CHI,12,VI,16
5427,ANDES,BOG-CHI,13,VI,29
5428,ANDES,BOG-CHI,14,VI,25
5429,ANDES,BOG-CHI,15,VI,22
5430,ANDES,BOG-CHI,16,VI,30
5431,ANDES,BOG-CHI,17,VI,14
5432,ANDES,BOG-CHI,18,VI,17
5433,ANDES,BOG-CHI,19,VI,19
5434,ANDES,BOG-CHI,20,VI,21
5435,ANDES,BOG-CHI,21,VI,12
5436,ANDES,BOG-CHI,22,VI,11
5437,ANDES,BOG-CHI,23,VI,15
5438,ANDES,BOG-CHI,0,VII,18
5439,ANDES,BOG-CHI,1,VII,15
5440,ANDES,BOG-CHI,2,VII,18
5441,ANDES,BOG-CHI,3,VII,16
5442,ANDES,BOG-CHI,4,VII,59
5443,ANDES,BOG-CHI,5,VII,49
5444,ANDES,BOG-CHI,6,VII,30
5445,ANDES,BOG-CHI,7,VII,8
5446,ANDES,BOG-CHI,8,VII,7
5447,ANDES,BOG-CHI,9,VII,20
5448,ANDES,BOG-CHI,10,VII,21
5449,ANDES,BOG-CHI,11,VII,40
5450,ANDES,BOG-CHI,12,VII,27
5451,ANDES,BOG-CHI,13,VII,44
5452,ANDES,BOG-CHI,14,VII,36
5453,ANDES,BOG-CHI,15,VII,38
5454,ANDES,BOG-CHI,16,VII,50
5455,ANDES,BOG-CHI,17,VII,20
5456,ANDES,BOG-CHI,18,VII,14
5457,ANDES,BOG-CHI,19,VII,32
5458,ANDES,BOG-CHI,20,VII,32
5459,ANDES,BOG-CHI,21,VII,18
5460,ANDES,BOG-CHI,22,VII,28
5461,ANDES,BOG-CHI,23,VII,17
5462,FUSCA,BOG-CHI,0,I,1
5463,FUSCA,BOG-CHI,2,I,2
5464,FUSCA,BOG-CHI,3,I,2
5465,FUSCA,BOG-CHI,4,I,5
5466,FUSCA,BOG-CHI,5,I,71
5467,FUSCA,BOG-CHI,6,I,212
5468,FUSCA,BOG-CHI,7,I,205
5469,FUSCA,BOG-CHI,8,I,211
5470,FUSCA,BOG-CHI,9,I,173
5471,FUSCA,BOG-CHI,10,I,142
5472,FUSCA,BOG-CHI,11,I,146
5473,FUSCA,BOG-CHI,12,I,178
5474,FUSCA,BOG-CHI,13,I,179
5475,FUSCA,BOG-CHI,14,I,218
5476,FUSCA,BOG-CHI,15,I,267
5477,FUSCA,BOG-CHI,16,I,207
5478,FUSCA,BOG-CHI,17,I,157
5479,FUSCA,BOG-CHI,18,I,172
5480,FUSCA,BOG-CHI,19,I,128
5481,FUSCA,BOG-CHI,20,I,71
5482,FUSCA,BOG-CHI,21,I,41
5483,FUSCA,BOG-CHI,22,I,20
5484,FUSCA,BOG-CHI,23,I,6
5485,FUSCA,BOG-CHI,5,II,5
5486,FUSCA,BOG-CHI,6,II,9
5487,FUSCA,BOG-CHI,7,II,10
5488,FUSCA,BOG-CHI,12,II,3
5489,FUSCA,BOG-CHI,13,II,3
5490,FUSCA,BOG-CHI,14,II,1
5491,FUSCA,BOG-CHI,15,II,11
5492,FUSCA,BOG-CHI,16,II,3
5493,FUSCA,BOG-CHI,18,II,1
5494,FUSCA,BOG-CHI,19,II,1
5495,FUSCA,BOG-CHI,21,II,2
5496,FUSCA,BOG-CHI,3,III,1
5497,FUSCA,BOG-CHI,4,III,1
5498,FUSCA,BOG-CHI,5,III,2
5499,FUSCA,BOG-CHI,6,III,6
5500,FUSCA,BOG-CHI,7,III,3
5501,FUSCA,BOG-CHI,8,III,7
5502,FUSCA,BOG-CHI,9,III,7
5503,FUSCA,BOG-CHI,10,III,5
5504,FUSCA,BOG-CHI,11,III,9
5505,FUSCA,BOG-CHI,12,III,6
5506,FUSCA,BOG-CHI,13,III,7
5507,FUSCA,BOG-CHI,14,III,7
5508,FUSCA,BOG-CHI,15,III,2
5509,FUSCA,BOG-CHI,16,III,5
5510,FUSCA,BOG-CHI,17,III,4
5511,FUSCA,BOG-CHI,18,III,4
5512,FUSCA,BOG-CHI,19,III,4
5513,FUSCA,BOG-CHI,20,III,3
5514,FUSCA,BOG-CHI,21,III,1
5515,FUSCA,BOG-CHI,22,III,2
5516,FUSCA,BOG-CHI,2,IV,1
5517,FUSCA,BOG-CHI,4,IV,4
5518,FUSCA,BOG-CHI,5,IV,3
5519,FUSCA,BOG-CHI,6,IV,3
5520,FUSCA,BOG-CHI,7,IV,7
5521,FUSCA,BOG-CHI,8,IV,3
5522,FUSCA,BOG-CHI,9,IV,4
5523,FUSCA,BOG-CHI,10,IV,5
5524,FUSCA,BOG-CHI,11,IV,2
5525,FUSCA,BOG-CHI,12,IV,2
5526,FUSCA,BOG-CHI,13,IV,7
5527,FUSCA,BOG-CHI,14,IV,2
5528,FUSCA,BOG-CHI,15,IV,6
5529,FUSCA,BOG-CHI,16,IV,3
5530,FUSCA,BOG-CHI,20,IV,5
5531,FUSCA,BOG-CHI,21,IV,1
5532,FUSCA,BOG-CHI,4,V,2
5533,FUSCA,BOG-CHI,5,V,1
5534,FUSCA,BOG-CHI,6,V,2
5535,FUSCA,BOG-CHI,7,V,4
5536,FUSCA,BOG-CHI,8,V,2
5537,FUSCA,BOG-CHI,9,V,1
5538,FUSCA,BOG-CHI,12,V,1
5539,FUSCA,BOG-CHI,15,V,1
5540,FUSCA,BOG-CHI,23,V,1
5541,FUSCA,BOG-CHI,14,VI,1
5542,FUSCA,BOG-CHI,16,VI,1
5543,FUSCA,BOG-CHI,3,VII,1
5544,FUSCA,BOG-CHI,16,VII,1
5545,UNISABANA,BOG-CHI,0,V,1
5546,UNISABANA,BOG-CHI,2,V,1
5547,UNISABANA,BOG-CHI,3,V,1
5548,UNISABANA,BOG-CHI,5,V,8
5549,UNISABANA,BOG-CHI,6,V,1
5550,UNISABANA,BOG-CHI,7,V,1
5551,UNISABANA,BOG-CHI,8,V,5
5552,UNISABANA,BOG-CHI,9,V,7
5553,UNISABANA,BOG-CHI,10,V,5
5554,UNISABANA,BOG-CHI,11,V,2
5555,UNISABANA,BOG-CHI,12,V,8
5556,UNISABANA,BOG-CHI,13,V,5
5557,UNISABANA,BOG-CHI,14,V,6
5558,UNISABANA,BOG-CHI,15,V,10
5559,UNISABANA,BOG-CHI,16,V,10
5560,UNISABANA,BOG-CHI,17,V,3
5561,UNISABANA,BOG-CHI,18,V,2
5562,UNISABANA,BOG-CHI,19,V,2
5563,UNISABANA,BOG-CHI,21,V,2
5564,UNISABANA,BOG-CHI,22,V,1
5565,UNISABANA,BOG-CHI,1,VI,1
5566,UNISABANA,BOG-CHI,3,VI,1
5567,UNISABANA,BOG-CHI,4,VI,1
5568,UNISABANA,BOG-CHI,5,VI,4
5569,UNISABANA,BOG-CHI,6,VI,2
5570,UNISABANA,BOG-CHI,7,VI,2
5571,UNISABANA,BOG-CHI,9,VI,4
5572,UNISABANA,BOG-CHI,10,VI,4
5573,UNISABANA,BOG-CHI,11,VI,1
5574,UNISABANA,BOG-CHI,12,VI,5
5575,UNISABANA,BOG-CHI,13,VI,5
5576,UNISABANA,BOG-CHI,14,VI,10
5577,UNISABANA,BOG-CHI,15,VI,8
5578,UNISABANA,BOG-CHI,16,VI,3
5579,UNISABANA,BOG-CHI,17,VI,3
5580,UNISABANA,BOG-CHI,18,VI,3
5581,UNISABANA,BOG-CHI,19,VI,5
5582,UNISABANA,BOG-CHI,20,VI,2
5583,UNISABANA,BOG-CHI,21,VI,1
5584,UNISABANA,BOG-CHI,22,VI,2
5585,UNISABANA,BOG-CHI,0,VII,1
5586,UNISABANA,BOG-CHI,1,VII,4
5587,UNISABANA,BOG-CHI,2,VII,2
5588,UNISABANA,BOG-CHI,3,VII,2
5589,UNISABANA,BOG-CHI,4,VII,2
5590,UNISABANA,BOG-CHI,5,VII,3
5591,UNISABANA,BOG-CHI,6,VII,2
5592,UNISABANA,BOG-CHI,8,VII,4
5593,UNISABANA,BOG-CHI,9,VII,4
5594,UNISABANA,BOG-CHI,10,VII,5
5595,UNISABANA,BOG-CHI,11,VII,9
5596,UNISABANA,BOG-CHI,12,VII,9
5597,UNISABANA,BOG-CHI,13,VII,7
5598,UNISABANA,BOG-CHI,14,VII,3
5599,UNISABANA,BOG-CHI,15,VII,8
5600,UNISABANA,BOG-CHI,16,VII,7
5601,UNISABANA,BOG-CHI,17,VII,2
5602,UNISABANA,BOG-CHI,18,VII,3
5603,UNISABANA,BOG-CHI,19,VII,2
5604,UNISABANA,BOG-CHI,20,VII,8
5605,UNISABANA,BOG-CHI,21,VII,3
5606,UNISABANA,BOG-CHI,22,VII,4
5607,UNISABANA,BOG-CHI,23,VII,3
5608,ANDES,BOG-CHI,16,I,1
5609,ANDES,BOG-CHI,17,I,3
5610,ANDES,BOG-CHI,0,I,125
5611,ANDES,BOG-CHI,1,I,69
5612,ANDES,BOG-CHI,2,I,53
5613,ANDES,BOG-CHI,3,I,92
5614,ANDES,BOG-CHI,4,I,267
5615,ANDES,BOG-CHI,5,I,1133
5616,ANDES,BOG-CHI,6,I,1746
5617,ANDES,BOG-CHI,7,I,1388
5618,ANDES,BOG-CHI,8,I,1833
5619,ANDES,BOG-CHI,9,I,1718
5620,ANDES,BOG-CHI,10,I,1639
5621,ANDES,BOG-CHI,11,I,1551
5622,ANDES,BOG-CHI,12,I,1580
5623,ANDES,BOG-CHI,13,I,1523
5624,ANDES,BOG-CHI,14,I,1881
5625,ANDES,BOG-CHI,15,I,1844
5626,ANDES,BOG-CHI,16,I,1747
5627,ANDES,BOG-CHI,17,I,1753
5628,ANDES,BOG-CHI,18,I,1624
5629,ANDES,BOG-CHI,19,I,1606
5630,ANDES,BOG-CHI,20,I,1788
5631,ANDES,BOG-CHI,21,I,1107
5632,ANDES,BOG-CHI,22,I,682
5633,ANDES,BOG-CHI,23,I,393
5634,ANDES,BOG-CHI,0,II,6
5635,ANDES,BOG-CHI,1,II,2
5636,ANDES,BOG-CHI,2,II,2
5637,ANDES,BOG-CHI,3,II,5
5638,ANDES,BOG-CHI,4,II,17
5639,ANDES,BOG-CHI,5,II,127
5640,ANDES,BOG-CHI,6,II,230
5641,ANDES,BOG-CHI,7,II,165
5642,ANDES,BOG-CHI,8,II,150
5643,ANDES,BOG-CHI,9,II,124
5644,ANDES,BOG-CHI,10,II,120
5645,ANDES,BOG-CHI,11,II,116
5646,ANDES,BOG-CHI,12,II,122
5647,ANDES,BOG-CHI,13,II,137
5648,ANDES,BOG-CHI,14,II,115
5649,ANDES,BOG-CHI,15,II,155
5650,ANDES,BOG-CHI,16,II,135
5651,ANDES,BOG-CHI,17,II,140
5652,ANDES,BOG-CHI,18,II,135
5653,ANDES,BOG-CHI,19,II,110
5654,ANDES,BOG-CHI,20,II,69
5655,ANDES,BOG-CHI,21,II,74
5656,ANDES,BOG-CHI,22,II,31
5657,ANDES,BOG-CHI,23,II,16
5658,ANDES,BOG-CHI,0,III,30
5659,ANDES,BOG-CHI,1,III,27
5660,ANDES,BOG-CHI,2,III,20
5661,ANDES,BOG-CHI,3,III,33
5662,ANDES,BOG-CHI,4,III,51
5663,ANDES,BOG-CHI,5,III,125
5664,ANDES,BOG-CHI,6,III,102
5665,ANDES,BOG-CHI,7,III,98
5666,ANDES,BOG-CHI,8,III,124
5667,ANDES,BOG-CHI,9,III,104
5668,ANDES,BOG-CHI,10,III,131
5669,ANDES,BOG-CHI,11,III,132
5670,ANDES,BOG-CHI,12,III,143
5671,ANDES,BOG-CHI,13,III,97
5672,ANDES,BOG-CHI,14,III,103
5673,ANDES,BOG-CHI,15,III,119
5674,ANDES,BOG-CHI,16,III,100
5675,ANDES,BOG-CHI,17,III,89
5676,ANDES,BOG-CHI,18,III,82
5677,ANDES,BOG-CHI,19,III,74
5678,ANDES,BOG-CHI,20,III,70
5679,ANDES,BOG-CHI,21,III,59
5680,ANDES,BOG-CHI,22,III,38
5681,ANDES,BOG-CHI,23,III,37
5682,ANDES,BOG-CHI,0,IV,15
5683,ANDES,BOG-CHI,1,IV,15
5684,ANDES,BOG-CHI,2,IV,20
5685,ANDES,BOG-CHI,3,IV,26
5686,ANDES,BOG-CHI,4,IV,28
5687,ANDES,BOG-CHI,5,IV,55
5688,ANDES,BOG-CHI,6,IV,24
5689,ANDES,BOG-CHI,7,IV,23
5690,ANDES,BOG-CHI,8,IV,23
5691,ANDES,BOG-CHI,9,IV,37
5692,ANDES,BOG-CHI,10,IV,48
5693,ANDES,BOG-CHI,11,IV,44
5694,ANDES,BOG-CHI,12,IV,45
5695,ANDES,BOG-CHI,13,IV,36
5696,ANDES,BOG-CHI,14,IV,42
5697,ANDES,BOG-CHI,15,IV,34
5698,ANDES,BOG-CHI,16,IV,40
5699,ANDES,BOG-CHI,17,IV,44
5700,ANDES,BOG-CHI,18,IV,22
5701,ANDES,BOG-CHI,19,IV,25
5702,ANDES,BOG-CHI,20,IV,37
5703,ANDES,BOG-CHI,21,IV,26
5704,ANDES,BOG-CHI,22,IV,12
5705,ANDES,BOG-CHI,23,IV,24
5706,ANDES,BOG-CHI,0,V,6
5707,ANDES,BOG-CHI,1,V,2
5708,ANDES,BOG-CHI,2,V,4
5709,ANDES,BOG-CHI,3,V,12
5710,ANDES,BOG-CHI,4,V,23
5711,ANDES,BOG-CHI,5,V,33
5712,ANDES,BOG-CHI,6,V,23
5713,ANDES,BOG-CHI,7,V,8
5714,ANDES,BOG-CHI,8,V,15
5715,ANDES,BOG-CHI,9,V,16
5716,ANDES,BOG-CHI,10,V,17
5717,ANDES,BOG-CHI,11,V,23
5718,ANDES,BOG-CHI,12,V,29
5719,ANDES,BOG-CHI,13,V,20
5720,ANDES,BOG-CHI,14,V,17
5721,ANDES,BOG-CHI,15,V,22
5722,ANDES,BOG-CHI,16,V,25
5723,ANDES,BOG-CHI,17,V,13
5724,ANDES,BOG-CHI,18,V,12
5725,ANDES,BOG-CHI,19,V,9
5726,ANDES,BOG-CHI,20,V,8
5727,ANDES,BOG-CHI,21,V,6
5728,ANDES,BOG-CHI,22,V,4
5729,ANDES,BOG-CHI,23,V,6
5730,ANDES,BOG-CHI,0,VI,9
5731,ANDES,BOG-CHI,1,VI,6
5732,ANDES,BOG-CHI,2,VI,8
5733,ANDES,BOG-CHI,3,VI,7
5734,ANDES,BOG-CHI,4,VI,24
5735,ANDES,BOG-CHI,5,VI,26
5736,ANDES,BOG-CHI,6,VI,16
5737,ANDES,BOG-CHI,7,VI,5
5738,ANDES,BOG-CHI,8,VI,8
5739,ANDES,BOG-CHI,9,VI,18
5740,ANDES,BOG-CHI,10,VI,19
5741,ANDES,BOG-CHI,11,VI,16
5742,ANDES,BOG-CHI,12,VI,30
5743,ANDES,BOG-CHI,13,VI,14
5744,ANDES,BOG-CHI,14,VI,23
5745,ANDES,BOG-CHI,15,VI,31
5746,ANDES,BOG-CHI,16,VI,39
5747,ANDES,BOG-CHI,17,VI,22
5748,ANDES,BOG-CHI,18,VI,8
5749,ANDES,BOG-CHI,19,VI,17
5750,ANDES,BOG-CHI,20,VI,20
5751,ANDES,BOG-CHI,21,VI,9
5752,ANDES,BOG-CHI,22,VI,13
5753,ANDES,BOG-CHI,23,VI,15
5754,ANDES,BOG-CHI,0,VII,22
5755,ANDES,BOG-CHI,1,VII,12
5756,ANDES,BOG-CHI,2,VII,24
5757,ANDES,BOG-CHI,3,VII,28
5758,ANDES,BOG-CHI,4,VII,50
5759,ANDES,BOG-CHI,5,VII,44
5760,ANDES,BOG-CHI,6,VII,31
5761,ANDES,BOG-CHI,7,VII,7
5762,ANDES,BOG-CHI,8,VII,10
5763,ANDES,BOG-CHI,9,VII,21
5764,ANDES,BOG-CHI,10,VII,29
5765,ANDES,BOG-CHI,11,VII,37
5766,ANDES,BOG-CHI,12,VII,38
5767,ANDES,BOG-CHI,13,VII,16
5768,ANDES,BOG-CHI,14,VII,35
5769,ANDES,BOG-CHI,15,VII,43
5770,ANDES,BOG-CHI,16,VII,39
5771,ANDES,BOG-CHI,17,VII,22
5772,ANDES,BOG-CHI,18,VII,24
5773,ANDES,BOG-CHI,19,VII,24
5774,ANDES,BOG-CHI,20,VII,37
5775,ANDES,BOG-CHI,21,VII,24
5776,ANDES,BOG-CHI,22,VII,14
5777,ANDES,BOG-CHI,23,VII,26
5778,FUSCA,BOG-CHI,0,I,3
5779,FUSCA,BOG-CHI,1,I,2
5780,FUSCA,BOG-CHI,2,I,1
5781,FUSCA,BOG-CHI,4,I,11
5782,FUSCA,BOG-CHI,5,I,65
5783,FUSCA,BOG-CHI,6,I,224
5784,FUSCA,BOG-CHI,7,I,256
5785,FUSCA,BOG-CHI,8,I,205
5786,FUSCA,BOG-CHI,9,I,178
5787,FUSCA,BOG-CHI,10,I,141
5788,FUSCA,BOG-CHI,11,I,145
5789,FUSCA,BOG-CHI,12,I,160
5790,FUSCA,BOG-CHI,13,I,165
5791,FUSCA,BOG-CHI,14,I,264
5792,FUSCA,BOG-CHI,15,I,294
5793,FUSCA,BOG-CHI,16,I,193
5794,FUSCA,BOG-CHI,17,I,183
5795,FUSCA,BOG-CHI,18,I,181
5796,FUSCA,BOG-CHI,19,I,146
5797,FUSCA,BOG-CHI,20,I,111
5798,FUSCA,BOG-CHI,21,I,33
5799,FUSCA,BOG-CHI,22,I,13
5800,FUSCA,BOG-CHI,23,I,7
5801,FUSCA,BOG-CHI,5,II,7
5802,FUSCA,BOG-CHI,6,II,8
5803,FUSCA,BOG-CHI,7,II,5
5804,FUSCA,BOG-CHI,8,II,3
5805,FUSCA,BOG-CHI,10,II,1
5806,FUSCA,BOG-CHI,12,II,2
5807,FUSCA,BOG-CHI,13,II,1
5808,FUSCA,BOG-CHI,14,II,3
5809,FUSCA,BOG-CHI,15,II,10
5810,FUSCA,BOG-CHI,16,II,3
5811,FUSCA,BOG-CHI,18,II,1
5812,FUSCA,BOG-CHI,21,II,1
5813,FUSCA,BOG-CHI,2,III,1
5814,FUSCA,BOG-CHI,4,III,2
5815,FUSCA,BOG-CHI,5,III,2
5816,FUSCA,BOG-CHI,6,III,5
5817,FUSCA,BOG-CHI,7,III,7
5818,FUSCA,BOG-CHI,8,III,9
5819,FUSCA,BOG-CHI,9,III,4
5820,FUSCA,BOG-CHI,10,III,2
5821,FUSCA,BOG-CHI,11,III,10
5822,FUSCA,BOG-CHI,12,III,7
5823,FUSCA,BOG-CHI,13,III,6
5824,FUSCA,BOG-CHI,14,III,7
5825,FUSCA,BOG-CHI,15,III,7
5826,FUSCA,BOG-CHI,16,III,5
5827,FUSCA,BOG-CHI,17,III,5
5828,FUSCA,BOG-CHI,18,III,5
5829,FUSCA,BOG-CHI,19,III,1
5830,FUSCA,BOG-CHI,20,III,3
5831,FUSCA,BOG-CHI,21,III,3
5832,FUSCA,BOG-CHI,1,IV,1
5833,FUSCA,BOG-CHI,3,IV,2
5834,FUSCA,BOG-CHI,4,IV,4
5835,FUSCA,BOG-CHI,5,IV,6
5836,FUSCA,BOG-CHI,6,IV,7
5837,FUSCA,BOG-CHI,7,IV,3
5838,FUSCA,BOG-CHI,8,IV,2
5839,FUSCA,BOG-CHI,9,IV,5
5840,FUSCA,BOG-CHI,10,IV,3
5841,FUSCA,BOG-CHI,11,IV,6
5842,FUSCA,BOG-CHI,12,IV,3
5843,FUSCA,BOG-CHI,13,IV,2
5844,FUSCA,BOG-CHI,14,IV,1
5845,FUSCA,BOG-CHI,15,IV,3
5846,FUSCA,BOG-CHI,16,IV,3
5847,FUSCA,BOG-CHI,17,IV,2
5848,FUSCA,BOG-CHI,19,IV,2
5849,FUSCA,BOG-CHI,21,IV,1
5850,FUSCA,BOG-CHI,4,V,2
5851,FUSCA,BOG-CHI,5,V,4
5852,FUSCA,BOG-CHI,6,V,1
5853,FUSCA,BOG-CHI,7,V,2
5854,FUSCA,BOG-CHI,8,V,3
5855,FUSCA,BOG-CHI,9,V,2
5856,FUSCA,BOG-CHI,10,V,1
5857,FUSCA,BOG-CHI,11,V,2
5858,FUSCA,BOG-CHI,12,V,1
5859,FUSCA,BOG-CHI,15,V,1
5860,FUSCA,BOG-CHI,17,VI,1
5861,UNISABANA,BOG-CHI,2,V,5
5862,UNISABANA,BOG-CHI,4,V,1
5863,UNISABANA,BOG-CHI,5,V,11
5864,UNISABANA,BOG-CHI,6,V,4
5865,UNISABANA,BOG-CHI,7,V,7
5866,UNISABANA,BOG-CHI,8,V,10
5867,UNISABANA,BOG-CHI,9,V,9
5868,UNISABANA,BOG-CHI,10,V,9
5869,UNISABANA,BOG-CHI,11,V,3
5870,UNISABANA,BOG-CHI,12,V,5
5871,UNISABANA,BOG-CHI,13,V,7
5872,UNISABANA,BOG-CHI,14,V,9
5873,UNISABANA,BOG-CHI,15,V,5
5874,UNISABANA,BOG-CHI,16,V,2
5875,UNISABANA,BOG-CHI,17,V,4
5876,UNISABANA,BOG-CHI,20,V,6
5877,UNISABANA,BOG-CHI,21,V,5
5878,UNISABANA,BOG-CHI,0,VI,1
5879,UNISABANA,BOG-CHI,1,VI,1
5880,UNISABANA,BOG-CHI,2,VI,2
5881,UNISABANA,BOG-CHI,3,VI,4
5882,UNISABANA,BOG-CHI,4,VI,3
5883,UNISABANA,BOG-CHI,5,VI,1
5884,UNISABANA,BOG-CHI,6,VI,2
5885,UNISABANA,BOG-CHI,8,VI,5
5886,UNISABANA,BOG-CHI,9,VI,2
5887,UNISABANA,BOG-CHI,10,VI,4
5888,UNISABANA,BOG-CHI,11,VI,7
5889,UNISABANA,BOG-CHI,12,VI,5
5890,UNISABANA,BOG-CHI,13,VI,7
5891,UNISABANA,BOG-CHI,14,VI,5
5892,UNISABANA,BOG-CHI,15,VI,6
5893,UNISABANA,BOG-CHI,16,VI,6
5894,UNISABANA,BOG-CHI,17,VI,1
5895,UNISABANA,BOG-CHI,19,VI,1
5896,UNISABANA,BOG-CHI,20,VI,5
5897,UNISABANA,BOG-CHI,21,VI,2
5898,UNISABANA,BOG-CHI,23,VI,3
5899,UNISABANA,BOG-CHI,0,VII,2
5900,UNISABANA,BOG-CHI,1,VII,1
5901,UNISABANA,BOG-CHI,2,VII,6
5902,UNISABANA,BOG-CHI,3,VII,2
5903,UNISABANA,BOG-CHI,4,VII,4
5904,UNISABANA,BOG-CHI,5,VII,4
5905,UNISABANA,BOG-CHI,7,VII,2
5906,UNISABANA,BOG-CHI,8,VII,5
5907,UNISABANA,BOG-CHI,9,VII,3
5908,UNISABANA,BOG-CHI,10,VII,10
5909,UNISABANA,BOG-CHI,11,VII,5
5910,UNISABANA,BOG-CHI,12,VII,7
5911,UNISABANA,BOG-CHI,13,VII,10
5912,UNISABANA,BOG-CHI,14,VII,8
5913,UNISABANA,BOG-CHI,15,VII,5
5914,UNISABANA,BOG-CHI,16,VII,6
5915,UNISABANA,BOG-CHI,17,VII,2
5916,UNISABANA,BOG-CHI,19,VII,3
5917,UNISABANA,BOG-CHI,20,VII,8
5918,UNISABANA,BOG-CHI,21,VII,3
5919,UNISABANA,BOG-CHI,22,VII,2
5920,UNISABANA,BOG-CHI,23,VII,1
5921,ANDES,BOG-CHI,0,I,196
5922,ANDES,BOG-CHI,1,I,83
5923,ANDES,BOG-CHI,2,I,50
5924,ANDES,BOG-CHI,3,I,106
5925,ANDES,BOG-CHI,4,I,295
5926,ANDES,BOG-CHI,5,I,596
5927,ANDES,BOG-CHI,6,I,1826
5928,ANDES,BOG-CHI,7,I,1336
5929,ANDES,BOG-CHI,8,I,1571
5930,ANDES,BOG-CHI,9,I,1810
5931,ANDES,BOG-CHI,10,I,1457
5932,ANDES,BOG-CHI,11,I,1425
5933,ANDES,BOG-CHI,12,I,1483
