,estacion,sentido,hora,categoria,valorTabulado,fecha
3615,ANDES,BOG-CHI,1,II,31600,2021-08-13
3616,ANDES,BOG-CHI,2,II,31600,2021-08-13
3617,ANDES,BOG-CHI,3,II,63200,2021-08-13
3618,ANDES,BOG-CHI,4,II,300200,2021-08-13
3619,ANDES,BOG-CHI,5,II,1880200,2021-08-13
3620,ANDES,BOG-CHI,6,II,3760400,2021-08-13
3621,ANDES,BOG-CHI,7,II,2622800,2021-08-13
3622,ANDES,BOG-CHI,8,II,2480600,2021-08-13
3623,ANDES,BOG-CHI,9,II,1864400,2021-08-13
3624,ANDES,BOG-CHI,10,II,1927600,2021-08-13
3625,ANDES,BOG-CHI,11,II,1785400,2021-08-13
3626,ANDES,BOG-CHI,12,II,1911800,2021-08-13
3627,ANDES,BOG-CHI,13,II,2069800,2021-08-13
3628,ANDES,BOG-CHI,14,II,1864400,2021-08-13
3629,ANDES,BOG-CHI,15,II,2101400,2021-08-13
3630,ANDES,BOG-CHI,16,II,2480600,2021-08-13
3631,ANDES,BOG-CHI,17,II,2622800,2021-08-13
3632,ANDES,BOG-CHI,18,II,2401600,2021-08-13
3633,ANDES,BOG-CHI,19,II,1785400,2021-08-13
3634,ANDES,BOG-CHI,20,II,1564200,2021-08-13
3635,ANDES,BOG-CHI,21,II,1501000,2021-08-13
3636,ANDES,BOG-CHI,22,II,647800,2021-08-13
3637,ANDES,BOG-CHI,23,II,521400,2021-08-13
3638,ANDES,BOG-CHI,0,III,336600,2021-08-13
3639,ANDES,BOG-CHI,1,III,326400,2021-08-13
3640,ANDES,BOG-CHI,2,III,204000,2021-08-13
3641,ANDES,BOG-CHI,3,III,336600,2021-08-13
3642,ANDES,BOG-CHI,4,III,734400,2021-08-13
3643,ANDES,BOG-CHI,5,III,1479000,2021-08-13
3644,ANDES,BOG-CHI,6,III,1193400,2021-08-13
3645,ANDES,BOG-CHI,7,III,1101600,2021-08-13
3646,ANDES,BOG-CHI,8,III,1601400,2021-08-13
3647,ANDES,BOG-CHI,9,III,1020000,2021-08-13
3648,ANDES,BOG-CHI,10,III,1122000,2021-08-13
3649,ANDES,BOG-CHI,11,III,1417800,2021-08-13
3650,ANDES,BOG-CHI,12,III,1519800,2021-08-13
3651,ANDES,BOG-CHI,13,III,1275000,2021-08-13
3652,ANDES,BOG-CHI,14,III,1071000,2021-08-13
3653,ANDES,BOG-CHI,15,III,928200,2021-08-13
3654,ANDES,BOG-CHI,16,III,1417800,2021-08-13
3655,ANDES,BOG-CHI,17,III,785400,2021-08-13
3656,ANDES,BOG-CHI,18,III,316200,2021-08-13
3657,ANDES,BOG-CHI,19,III,601800,2021-08-13
3658,ANDES,BOG-CHI,20,III,530400,2021-08-13
3659,ANDES,BOG-CHI,21,III,367200,2021-08-13
3660,ANDES,BOG-CHI,22,III,1081200,2021-08-13
3661,ANDES,BOG-CHI,23,III,989400,2021-08-13
3662,ANDES,BOG-CHI,0,IV,575000,2021-08-13
3663,ANDES,BOG-CHI,1,IV,460000,2021-08-13
3664,ANDES,BOG-CHI,2,IV,460000,2021-08-13
3665,ANDES,BOG-CHI,3,IV,529000,2021-08-13
3666,ANDES,BOG-CHI,4,IV,575000,2021-08-13
3667,ANDES,BOG-CHI,5,IV,1196000,2021-08-13
3668,ANDES,BOG-CHI,6,IV,759000,2021-08-13
3669,ANDES,BOG-CHI,7,IV,437000,2021-08-13
3670,ANDES,BOG-CHI,8,IV,621000,2021-08-13
3671,ANDES,BOG-CHI,9,IV,966000,2021-08-13
3672,ANDES,BOG-CHI,10,IV,1265000,2021-08-13
3673,ANDES,BOG-CHI,11,IV,1380000,2021-08-13
3674,ANDES,BOG-CHI,12,IV,1265000,2021-08-13
3675,ANDES,BOG-CHI,13,IV,1334000,2021-08-13
3676,ANDES,BOG-CHI,14,IV,1058000,2021-08-13
3677,ANDES,BOG-CHI,15,IV,828000,2021-08-13
3678,ANDES,BOG-CHI,16,IV,1081000,2021-08-13
3679,ANDES,BOG-CHI,17,IV,529000,2021-08-13
3680,ANDES,BOG-CHI,18,IV,115000,2021-08-13
3681,ANDES,BOG-CHI,19,IV,207000,2021-08-13
3682,ANDES,BOG-CHI,20,IV,230000,2021-08-13
3683,ANDES,BOG-CHI,21,IV,184000,2021-08-13
3684,ANDES,BOG-CHI,22,IV,989000,2021-08-13
3685,ANDES,BOG-CHI,23,IV,1104000,2021-08-13
3686,ANDES,BOG-CHI,0,V,140000,2021-08-13
3687,ANDES,BOG-CHI,1,V,175000,2021-08-13
3688,ANDES,BOG-CHI,2,V,105000,2021-08-13
3689,ANDES,BOG-CHI,3,V,315000,2021-08-13
3690,ANDES,BOG-CHI,4,V,700000,2021-08-13
3691,ANDES,BOG-CHI,5,V,1260000,2021-08-13
3692,ANDES,BOG-CHI,6,V,980000,2021-08-13
3693,ANDES,BOG-CHI,7,V,210000,2021-08-13
3694,ANDES,BOG-CHI,8,V,420000,2021-08-13
3695,ANDES,BOG-CHI,9,V,735000,2021-08-13
3696,ANDES,BOG-CHI,10,V,1015000,2021-08-13
3697,ANDES,BOG-CHI,11,V,840000,2021-08-13
3698,ANDES,BOG-CHI,12,V,700000,2021-08-13
3699,ANDES,BOG-CHI,13,V,875000,2021-08-13
3700,ANDES,BOG-CHI,14,V,770000,2021-08-13
3701,ANDES,BOG-CHI,15,V,385000,2021-08-13
3702,ANDES,BOG-CHI,16,V,1085000,2021-08-13
3703,ANDES,BOG-CHI,17,V,105000,2021-08-13
3704,ANDES,BOG-CHI,18,V,140000,2021-08-13
3705,ANDES,BOG-CHI,19,V,245000,2021-08-13
3706,ANDES,BOG-CHI,21,V,140000,2021-08-13
3707,ANDES,BOG-CHI,22,V,280000,2021-08-13
3708,ANDES,BOG-CHI,23,V,595000,2021-08-13
3709,ANDES,BOG-CHI,0,VI,810000,2021-08-13
3710,ANDES,BOG-CHI,1,VI,360000,2021-08-13
3711,ANDES,BOG-CHI,2,VI,315000,2021-08-13
3712,ANDES,BOG-CHI,3,VI,630000,2021-08-13
3713,ANDES,BOG-CHI,4,VI,1260000,2021-08-13
3714,ANDES,BOG-CHI,5,VI,855000,2021-08-13
3715,ANDES,BOG-CHI,6,VI,990000,2021-08-13
3716,ANDES,BOG-CHI,7,VI,495000,2021-08-13
3717,ANDES,BOG-CHI,8,VI,1080000,2021-08-13
3718,ANDES,BOG-CHI,9,VI,675000,2021-08-13
3719,ANDES,BOG-CHI,10,VI,1080000,2021-08-13
3720,ANDES,BOG-CHI,11,VI,1125000,2021-08-13
3721,ANDES,BOG-CHI,12,VI,1530000,2021-08-13
3722,ANDES,BOG-CHI,13,VI,1620000,2021-08-13
3723,ANDES,BOG-CHI,14,VI,1170000,2021-08-13
3724,ANDES,BOG-CHI,15,VI,1125000,2021-08-13
3725,ANDES,BOG-CHI,16,VI,1800000,2021-08-13
3726,ANDES,BOG-CHI,17,VI,810000,2021-08-13
3727,ANDES,BOG-CHI,18,VI,135000,2021-08-13
3728,ANDES,BOG-CHI,19,VI,225000,2021-08-13
3729,ANDES,BOG-CHI,20,VI,225000,2021-08-13
3730,ANDES,BOG-CHI,21,VI,360000,2021-08-13
3731,ANDES,BOG-CHI,22,VI,1215000,2021-08-13
3732,ANDES,BOG-CHI,23,VI,2385000,2021-08-13
3733,ANDES,BOG-CHI,0,VII,948100,2021-08-13
3734,ANDES,BOG-CHI,1,VII,948100,2021-08-13
3735,ANDES,BOG-CHI,2,VII,1047900,2021-08-13
3736,ANDES,BOG-CHI,3,VII,1497000,2021-08-13
3737,ANDES,BOG-CHI,4,VII,1796400,2021-08-13
3738,ANDES,BOG-CHI,5,VII,2095800,2021-08-13
3739,ANDES,BOG-CHI,6,VII,948100,2021-08-13
3740,ANDES,BOG-CHI,7,VII,948100,2021-08-13
3741,ANDES,BOG-CHI,8,VII,998000,2021-08-13
3742,ANDES,BOG-CHI,9,VII,698600,2021-08-13
3743,ANDES,BOG-CHI,10,VII,1247500,2021-08-13
3744,ANDES,BOG-CHI,11,VII,1846300,2021-08-13
3745,ANDES,BOG-CHI,12,VII,1596800,2021-08-13
3746,ANDES,BOG-CHI,13,VII,1846300,2021-08-13
3747,ANDES,BOG-CHI,14,VII,1646700,2021-08-13
3748,ANDES,BOG-CHI,15,VII,1746500,2021-08-13
3749,ANDES,BOG-CHI,16,VII,2844300,2021-08-13
3750,ANDES,BOG-CHI,17,VII,948100,2021-08-13
3751,ANDES,BOG-CHI,18,VII,399200,2021-08-13
3752,ANDES,BOG-CHI,19,VII,149700,2021-08-13
3753,ANDES,BOG-CHI,20,VII,499000,2021-08-13
3754,ANDES,BOG-CHI,21,VII,548900,2021-08-13
3755,ANDES,BOG-CHI,22,VII,1596800,2021-08-13
3756,ANDES,BOG-CHI,23,VII,3193600,2021-08-13
3757,FUSCA,BOG-CHI,0,I,54600,2021-08-13
3758,FUSCA,BOG-CHI,1,I,27300,2021-08-13
3759,FUSCA,BOG-CHI,2,I,63700,2021-08-13
3760,FUSCA,BOG-CHI,3,I,18200,2021-08-13
3761,FUSCA,BOG-CHI,4,I,72800,2021-08-13
3762,FUSCA,BOG-CHI,5,I,728000,2021-08-13
3763,FUSCA,BOG-CHI,6,I,2220400,2021-08-13
3764,FUSCA,BOG-CHI,7,I,2302300,2021-08-13
3765,FUSCA,BOG-CHI,8,I,1901900,2021-08-13
3766,FUSCA,BOG-CHI,9,I,1674400,2021-08-13
3767,FUSCA,BOG-CHI,10,I,2011100,2021-08-13
3768,FUSCA,BOG-CHI,11,I,1719900,2021-08-13
3769,FUSCA,BOG-CHI,12,I,2111200,2021-08-13
3770,FUSCA,BOG-CHI,13,I,2584400,2021-08-13
3771,FUSCA,BOG-CHI,14,I,3494400,2021-08-13
3772,FUSCA,BOG-CHI,15,I,4267900,2021-08-13
3773,FUSCA,BOG-CHI,16,I,3858400,2021-08-13
3774,FUSCA,BOG-CHI,17,I,2893800,2021-08-13
3775,FUSCA,BOG-CHI,18,I,2766400,2021-08-13
3776,FUSCA,BOG-CHI,19,I,2347800,2021-08-13
3777,FUSCA,BOG-CHI,20,I,2875600,2021-08-13
3778,FUSCA,BOG-CHI,21,I,1274000,2021-08-13
3779,FUSCA,BOG-CHI,22,I,555100,2021-08-13
3780,FUSCA,BOG-CHI,23,I,364000,2021-08-13
3781,FUSCA,BOG-CHI,5,II,79000,2021-08-13
3782,FUSCA,BOG-CHI,6,II,173800,2021-08-13
3783,FUSCA,BOG-CHI,7,II,47400,2021-08-13
3784,FUSCA,BOG-CHI,8,II,15800,2021-08-13
3785,FUSCA,BOG-CHI,12,II,94800,2021-08-13
3786,FUSCA,BOG-CHI,13,II,79000,2021-08-13
3787,FUSCA,BOG-CHI,14,II,110600,2021-08-13
3788,FUSCA,BOG-CHI,15,II,63200,2021-08-13
3789,FUSCA,BOG-CHI,16,II,126400,2021-08-13
3790,FUSCA,BOG-CHI,18,II,31600,2021-08-13
3791,FUSCA,BOG-CHI,19,II,15800,2021-08-13
3792,FUSCA,BOG-CHI,21,II,47400,2021-08-13
3793,FUSCA,BOG-CHI,22,II,15800,2021-08-13
3794,FUSCA,BOG-CHI,4,III,10200,2021-08-13
3795,FUSCA,BOG-CHI,5,III,51000,2021-08-13
3796,FUSCA,BOG-CHI,6,III,40800,2021-08-13
3797,FUSCA,BOG-CHI,7,III,40800,2021-08-13
3798,FUSCA,BOG-CHI,8,III,81600,2021-08-13
3799,FUSCA,BOG-CHI,9,III,51000,2021-08-13
3800,FUSCA,BOG-CHI,10,III,51000,2021-08-13
3801,FUSCA,BOG-CHI,11,III,61200,2021-08-13
3802,FUSCA,BOG-CHI,12,III,91800,2021-08-13
3803,FUSCA,BOG-CHI,13,III,71400,2021-08-13
3804,FUSCA,BOG-CHI,14,III,61200,2021-08-13
3805,FUSCA,BOG-CHI,15,III,51000,2021-08-13
3806,FUSCA,BOG-CHI,16,III,122400,2021-08-13
3807,FUSCA,BOG-CHI,17,III,102000,2021-08-13
3808,FUSCA,BOG-CHI,18,III,10200,2021-08-13
3809,FUSCA,BOG-CHI,19,III,61200,2021-08-13
3810,FUSCA,BOG-CHI,20,III,30600,2021-08-13
3811,FUSCA,BOG-CHI,21,III,51000,2021-08-13
3812,FUSCA,BOG-CHI,22,III,20400,2021-08-13
3813,FUSCA,BOG-CHI,23,III,40800,2021-08-13
3814,FUSCA,BOG-CHI,1,IV,23000,2021-08-13
3815,FUSCA,BOG-CHI,4,IV,92000,2021-08-13
3816,FUSCA,BOG-CHI,5,IV,46000,2021-08-13
3817,FUSCA,BOG-CHI,6,IV,207000,2021-08-13
3818,FUSCA,BOG-CHI,7,IV,69000,2021-08-13
3819,FUSCA,BOG-CHI,9,IV,115000,2021-08-13
3820,FUSCA,BOG-CHI,10,IV,23000,2021-08-13
3821,FUSCA,BOG-CHI,11,IV,23000,2021-08-13
3822,FUSCA,BOG-CHI,12,IV,92000,2021-08-13
3823,FUSCA,BOG-CHI,13,IV,69000,2021-08-13
3824,FUSCA,BOG-CHI,14,IV,69000,2021-08-13
3825,FUSCA,BOG-CHI,15,IV,69000,2021-08-13
3826,FUSCA,BOG-CHI,16,IV,230000,2021-08-13
3827,FUSCA,BOG-CHI,17,IV,253000,2021-08-13
3828,FUSCA,BOG-CHI,18,IV,115000,2021-08-13
3829,FUSCA,BOG-CHI,19,IV,92000,2021-08-13
3830,FUSCA,BOG-CHI,20,IV,46000,2021-08-13
3831,FUSCA,BOG-CHI,21,IV,23000,2021-08-13
3832,FUSCA,BOG-CHI,22,IV,23000,2021-08-13
3833,FUSCA,BOG-CHI,4,V,105000,2021-08-13
3834,FUSCA,BOG-CHI,7,V,70000,2021-08-13
3835,FUSCA,BOG-CHI,8,V,105000,2021-08-13
3836,FUSCA,BOG-CHI,9,V,35000,2021-08-13
3837,FUSCA,BOG-CHI,10,V,35000,2021-08-13
3838,FUSCA,BOG-CHI,12,V,35000,2021-08-13
3839,FUSCA,BOG-CHI,14,V,35000,2021-08-13
3840,FUSCA,BOG-CHI,17,V,70000,2021-08-13
3841,FUSCA,BOG-CHI,12,VI,45000,2021-08-13
3842,FUSCA,BOG-CHI,14,VI,90000,2021-08-13
3843,FUSCA,BOG-CHI,5,VII,49900,2021-08-13
3844,FUSCA,BOG-CHI,16,VII,99800,2021-08-13
3845,UNISABANA,BOG-CHI,0,V,70000,2021-08-13
3846,UNISABANA,BOG-CHI,3,V,35000,2021-08-13
3847,UNISABANA,BOG-CHI,4,V,140000,2021-08-13
3848,UNISABANA,BOG-CHI,5,V,280000,2021-08-13
3849,UNISABANA,BOG-CHI,6,V,175000,2021-08-13
3850,UNISABANA,BOG-CHI,7,V,70000,2021-08-13
3851,UNISABANA,BOG-CHI,8,V,140000,2021-08-13
3852,UNISABANA,BOG-CHI,9,V,315000,2021-08-13
3853,UNISABANA,BOG-CHI,10,V,245000,2021-08-13
3854,UNISABANA,BOG-CHI,11,V,105000,2021-08-13
3855,UNISABANA,BOG-CHI,12,V,350000,2021-08-13
3856,UNISABANA,BOG-CHI,13,V,175000,2021-08-13
3857,UNISABANA,BOG-CHI,14,V,245000,2021-08-13
3858,UNISABANA,BOG-CHI,15,V,210000,2021-08-13
3859,UNISABANA,BOG-CHI,16,V,175000,2021-08-13
3860,UNISABANA,BOG-CHI,17,V,70000,2021-08-13
3861,UNISABANA,BOG-CHI,18,V,70000,2021-08-13
3862,UNISABANA,BOG-CHI,19,V,70000,2021-08-13
3863,UNISABANA,BOG-CHI,20,V,35000,2021-08-13
3864,UNISABANA,BOG-CHI,21,V,105000,2021-08-13
3865,UNISABANA,BOG-CHI,22,V,35000,2021-08-13
3866,UNISABANA,BOG-CHI,23,V,175000,2021-08-13
3867,UNISABANA,BOG-CHI,0,VI,45000,2021-08-13
3868,UNISABANA,BOG-CHI,2,VI,135000,2021-08-13
3869,UNISABANA,BOG-CHI,3,VI,135000,2021-08-13
3870,UNISABANA,BOG-CHI,4,VI,180000,2021-08-13
3871,UNISABANA,BOG-CHI,5,VI,315000,2021-08-13
3872,UNISABANA,BOG-CHI,6,VI,90000,2021-08-13
3873,UNISABANA,BOG-CHI,7,VI,45000,2021-08-13
3874,UNISABANA,BOG-CHI,8,VI,90000,2021-08-13
3875,UNISABANA,BOG-CHI,9,VI,180000,2021-08-13
3876,UNISABANA,BOG-CHI,10,VI,45000,2021-08-13
3877,UNISABANA,BOG-CHI,11,VI,180000,2021-08-13
3878,UNISABANA,BOG-CHI,12,VI,450000,2021-08-13
3879,UNISABANA,BOG-CHI,13,VI,270000,2021-08-13
3880,UNISABANA,BOG-CHI,14,VI,270000,2021-08-13
3881,UNISABANA,BOG-CHI,15,VI,270000,2021-08-13
3882,UNISABANA,BOG-CHI,16,VI,135000,2021-08-13
3883,UNISABANA,BOG-CHI,17,VI,360000,2021-08-13
3884,UNISABANA,BOG-CHI,18,VI,90000,2021-08-13
3885,UNISABANA,BOG-CHI,19,VI,90000,2021-08-13
3886,UNISABANA,BOG-CHI,20,VI,225000,2021-08-13
3887,UNISABANA,BOG-CHI,23,VI,225000,2021-08-13
3888,UNISABANA,BOG-CHI,0,VII,249500,2021-08-13
3889,UNISABANA,BOG-CHI,2,VII,49900,2021-08-13
3890,UNISABANA,BOG-CHI,3,VII,49900,2021-08-13
3891,UNISABANA,BOG-CHI,4,VII,299400,2021-08-13
3892,UNISABANA,BOG-CHI,5,VII,99800,2021-08-13
3893,UNISABANA,BOG-CHI,6,VII,99800,2021-08-13
3894,UNISABANA,BOG-CHI,7,VII,99800,2021-08-13
3895,UNISABANA,BOG-CHI,8,VII,149700,2021-08-13
3896,UNISABANA,BOG-CHI,9,VII,99800,2021-08-13
3897,UNISABANA,BOG-CHI,10,VII,399200,2021-08-13
3898,UNISABANA,BOG-CHI,11,VII,199600,2021-08-13
3899,UNISABANA,BOG-CHI,12,VII,249500,2021-08-13
3900,UNISABANA,BOG-CHI,13,VII,449100,2021-08-13
3901,UNISABANA,BOG-CHI,14,VII,399200,2021-08-13
3902,UNISABANA,BOG-CHI,15,VII,349300,2021-08-13
3903,UNISABANA,BOG-CHI,16,VII,149700,2021-08-13
3904,UNISABANA,BOG-CHI,17,VII,149700,2021-08-13
3905,UNISABANA,BOG-CHI,18,VII,149700,2021-08-13
3906,UNISABANA,BOG-CHI,19,VII,49900,2021-08-13
3907,UNISABANA,BOG-CHI,20,VII,99800,2021-08-13
3908,UNISABANA,BOG-CHI,21,VII,99800,2021-08-13
3909,UNISABANA,BOG-CHI,22,VII,299400,2021-08-13
3910,UNISABANA,BOG-CHI,23,VII,349300,2021-08-13
3911,ANDES,BOG-CHI,2,I,18200,2021-08-13
3912,ANDES,BOG-CHI,17,I,9100,2021-08-13
3913,ANDES,BOG-CHI,18,I,40950000,2021-08-13
3914,ANDES,BOG-CHI,20,I,7280000,2021-08-13
3915,ANDES,BOG-CHI,21,I,9100,2021-08-13
3916,ANDES,BOG-CHI,22,I,18200000,2021-08-13
3917,ANDES,BOG-CHI,0,I,5177900,2021-08-14
3918,ANDES,BOG-CHI,1,I,3130400,2021-08-14
3919,ANDES,BOG-CHI,2,I,2930200,2021-08-14
3920,ANDES,BOG-CHI,3,I,4349800,2021-08-14
3921,ANDES,BOG-CHI,4,I,9191000,2021-08-14
3922,ANDES,BOG-CHI,5,I,15761200,2021-08-14
3923,ANDES,BOG-CHI,6,I,20174700,2021-08-14
3924,ANDES,BOG-CHI,7,I,16562000,2021-08-14
3925,ANDES,BOG-CHI,8,I,17426500,2021-08-14
3926,ANDES,BOG-CHI,9,I,20347600,2021-08-14
3927,ANDES,BOG-CHI,10,I,20802600,2021-08-14
3928,ANDES,BOG-CHI,11,I,20647900,2021-08-14
3929,ANDES,BOG-CHI,12,I,20484100,2021-08-14
3930,ANDES,BOG-CHI,13,I,19000800,2021-08-14
3931,ANDES,BOG-CHI,14,I,14696500,2021-08-14
3932,ANDES,BOG-CHI,15,I,16725800,2021-08-14
3933,ANDES,BOG-CHI,16,I,18354700,2021-08-14
3934,ANDES,BOG-CHI,17,I,18937100,2021-08-14
3935,ANDES,BOG-CHI,18,I,16962400,2021-08-14
3936,ANDES,BOG-CHI,19,I,14714700,2021-08-14
3937,ANDES,BOG-CHI,20,I,14896700,2021-08-14
3938,ANDES,BOG-CHI,21,I,8208200,2021-08-14
3939,ANDES,BOG-CHI,22,I,3794700,2021-08-14
3940,ANDES,BOG-CHI,23,I,2447900,2021-08-14
3941,ANDES,BOG-CHI,0,II,316000,2021-08-14
3942,ANDES,BOG-CHI,1,II,110600,2021-08-14
3943,ANDES,BOG-CHI,2,II,79000,2021-08-14
3944,ANDES,BOG-CHI,3,II,173800,2021-08-14
3945,ANDES,BOG-CHI,4,II,442400,2021-08-14
3946,ANDES,BOG-CHI,5,II,1406200,2021-08-14
3947,ANDES,BOG-CHI,6,II,2196200,2021-08-14
3948,ANDES,BOG-CHI,7,II,1801200,2021-08-14
3949,ANDES,BOG-CHI,8,II,2212000,2021-08-14
3950,ANDES,BOG-CHI,9,II,2054000,2021-08-14
3951,ANDES,BOG-CHI,10,II,1832800,2021-08-14
3952,ANDES,BOG-CHI,11,II,1864400,2021-08-14
3953,ANDES,BOG-CHI,12,II,1880200,2021-08-14
3954,ANDES,BOG-CHI,13,II,1832800,2021-08-14
3955,ANDES,BOG-CHI,14,II,1864400,2021-08-14
3956,ANDES,BOG-CHI,15,II,1943400,2021-08-14
3957,ANDES,BOG-CHI,16,II,2101400,2021-08-14
3958,ANDES,BOG-CHI,17,II,2006600,2021-08-14
3959,ANDES,BOG-CHI,18,II,1753800,2021-08-14
3960,ANDES,BOG-CHI,19,II,2006600,2021-08-14
3961,ANDES,BOG-CHI,20,II,1627400,2021-08-14
3962,ANDES,BOG-CHI,21,II,948000,2021-08-14
3963,ANDES,BOG-CHI,22,II,442400,2021-08-14
3964,ANDES,BOG-CHI,23,II,268600,2021-08-14
3965,ANDES,BOG-CHI,0,III,326400,2021-08-14
3966,ANDES,BOG-CHI,1,III,346800,2021-08-14
3967,ANDES,BOG-CHI,2,III,540600,2021-08-14
3968,ANDES,BOG-CHI,3,III,499800,2021-08-14
3969,ANDES,BOG-CHI,4,III,744600,2021-08-14
3970,ANDES,BOG-CHI,5,III,948600,2021-08-14
3971,ANDES,BOG-CHI,6,III,744600,2021-08-14
3972,ANDES,BOG-CHI,7,III,346800,2021-08-14
3973,ANDES,BOG-CHI,8,III,550800,2021-08-14
3974,ANDES,BOG-CHI,9,III,479400,2021-08-14
3975,ANDES,BOG-CHI,10,III,408000,2021-08-14
3976,ANDES,BOG-CHI,11,III,316200,2021-08-14
3977,ANDES,BOG-CHI,12,III,408000,2021-08-14
3978,ANDES,BOG-CHI,13,III,601800,2021-08-14
3979,ANDES,BOG-CHI,14,III,703800,2021-08-14
3980,ANDES,BOG-CHI,15,III,887400,2021-08-14
3981,ANDES,BOG-CHI,16,III,754800,2021-08-14
3982,ANDES,BOG-CHI,17,III,765000,2021-08-14
3983,ANDES,BOG-CHI,18,III,724200,2021-08-14
3984,ANDES,BOG-CHI,19,III,703800,2021-08-14
3985,ANDES,BOG-CHI,20,III,520200,2021-08-14
3986,ANDES,BOG-CHI,21,III,326400,2021-08-14
3987,ANDES,BOG-CHI,22,III,306000,2021-08-14
3988,ANDES,BOG-CHI,23,III,122400,2021-08-14
3989,ANDES,BOG-CHI,0,IV,529000,2021-08-14
3990,ANDES,BOG-CHI,1,IV,253000,2021-08-14
3991,ANDES,BOG-CHI,2,IV,414000,2021-08-14
3992,ANDES,BOG-CHI,3,IV,782000,2021-08-14
3993,ANDES,BOG-CHI,4,IV,736000,2021-08-14
3994,ANDES,BOG-CHI,5,IV,1012000,2021-08-14
3995,ANDES,BOG-CHI,6,IV,483000,2021-08-14
3996,ANDES,BOG-CHI,7,IV,115000,2021-08-14
3997,ANDES,BOG-CHI,8,IV,138000,2021-08-14
3998,ANDES,BOG-CHI,9,IV,46000,2021-08-14
3999,ANDES,BOG-CHI,10,IV,138000,2021-08-14
4000,ANDES,BOG-CHI,11,IV,115000,2021-08-14
4001,ANDES,BOG-CHI,12,IV,138000,2021-08-14
4002,ANDES,BOG-CHI,13,IV,644000,2021-08-14
4003,ANDES,BOG-CHI,14,IV,506000,2021-08-14
4004,ANDES,BOG-CHI,15,IV,621000,2021-08-14
4005,ANDES,BOG-CHI,16,IV,920000,2021-08-14
4006,ANDES,BOG-CHI,17,IV,690000,2021-08-14
4007,ANDES,BOG-CHI,18,IV,667000,2021-08-14
4008,ANDES,BOG-CHI,19,IV,759000,2021-08-14
4009,ANDES,BOG-CHI,20,IV,736000,2021-08-14
4010,ANDES,BOG-CHI,21,IV,299000,2021-08-14
4011,ANDES,BOG-CHI,22,IV,253000,2021-08-14
4012,ANDES,BOG-CHI,23,IV,184000,2021-08-14
4013,ANDES,BOG-CHI,0,V,105000,2021-08-14
4014,ANDES,BOG-CHI,1,V,210000,2021-08-14
4015,ANDES,BOG-CHI,2,V,420000,2021-08-14
4016,ANDES,BOG-CHI,3,V,420000,2021-08-14
4017,ANDES,BOG-CHI,4,V,525000,2021-08-14
4018,ANDES,BOG-CHI,5,V,455000,2021-08-14
4019,ANDES,BOG-CHI,6,V,140000,2021-08-14
4020,ANDES,BOG-CHI,7,V,35000,2021-08-14
4021,ANDES,BOG-CHI,9,V,35000,2021-08-14
4022,ANDES,BOG-CHI,10,V,105000,2021-08-14
4023,ANDES,BOG-CHI,11,V,70000,2021-08-14
4024,ANDES,BOG-CHI,13,V,280000,2021-08-14
4025,ANDES,BOG-CHI,14,V,350000,2021-08-14
4026,ANDES,BOG-CHI,15,V,490000,2021-08-14
4027,ANDES,BOG-CHI,16,V,630000,2021-08-14
4028,ANDES,BOG-CHI,17,V,630000,2021-08-14
4029,ANDES,BOG-CHI,18,V,175000,2021-08-14
4030,ANDES,BOG-CHI,19,V,350000,2021-08-14
4031,ANDES,BOG-CHI,20,V,175000,2021-08-14
4032,ANDES,BOG-CHI,21,V,140000,2021-08-14
4033,ANDES,BOG-CHI,22,V,140000,2021-08-14
4034,ANDES,BOG-CHI,23,V,105000,2021-08-14
4035,ANDES,BOG-CHI,0,VI,1125000,2021-08-14
4036,ANDES,BOG-CHI,1,VI,630000,2021-08-14
4037,ANDES,BOG-CHI,2,VI,405000,2021-08-14
4038,ANDES,BOG-CHI,3,VI,945000,2021-08-14
4039,ANDES,BOG-CHI,4,VI,1485000,2021-08-14
4040,ANDES,BOG-CHI,5,VI,675000,2021-08-14
4041,ANDES,BOG-CHI,6,VI,180000,2021-08-14
4042,ANDES,BOG-CHI,7,VI,45000,2021-08-14
4043,ANDES,BOG-CHI,8,VI,180000,2021-08-14
4044,ANDES,BOG-CHI,9,VI,90000,2021-08-14
4045,ANDES,BOG-CHI,11,VI,45000,2021-08-14
4046,ANDES,BOG-CHI,12,VI,270000,2021-08-14
4047,ANDES,BOG-CHI,13,VI,1035000,2021-08-14
4048,ANDES,BOG-CHI,14,VI,990000,2021-08-14
4049,ANDES,BOG-CHI,15,VI,1575000,2021-08-14
4050,ANDES,BOG-CHI,16,VI,1845000,2021-08-14
4051,ANDES,BOG-CHI,17,VI,1125000,2021-08-14
4052,ANDES,BOG-CHI,18,VI,1305000,2021-08-14
4053,ANDES,BOG-CHI,19,VI,900000,2021-08-14
4054,ANDES,BOG-CHI,20,VI,900000,2021-08-14
4055,ANDES,BOG-CHI,21,VI,540000,2021-08-14
4056,ANDES,BOG-CHI,22,VI,495000,2021-08-14
4057,ANDES,BOG-CHI,23,VI,270000,2021-08-14
4058,ANDES,BOG-CHI,0,VII,1846300,2021-08-14
4059,ANDES,BOG-CHI,1,VII,1497000,2021-08-14
4060,ANDES,BOG-CHI,2,VII,1247500,2021-08-14
4061,ANDES,BOG-CHI,3,VII,1097800,2021-08-14
